webtitle,sectionname,publisheddate,webUrl,apiUrl
Two Bangladeshi opposition leaders arrested in government crackdown,world,2022-12-09T15:06:01Z,https://www.theguardian.com/world/2022/dec/09/bangladesh-opposition-leaders-arrested-crackdown-government-opponents,https://content.guardianapis.com/world/2022/dec/09/bangladesh-opposition-leaders-arrested-crackdown-government-opponents
How many migrant workers have died in Qatar? What we know about the human cost of the 2022 World Cup,football,2022-11-27T17:12:07Z,https://www.theguardian.com/football/2022/nov/27/qatar-deaths-how-many-migrant-workers-died-world-cup-number-toll,https://content.guardianapis.com/football/2022/nov/27/qatar-deaths-how-many-migrant-workers-died-world-cup-number-toll
"‘Stateless’ Shamima Begum would face death in Bangladesh, court hears",uk-news,2022-11-23T19:00:48Z,https://www.theguardian.com/uk-news/2022/nov/23/stateless-shamima-begum-face-death-penalty-bangladesh-court-hears,https://content.guardianapis.com/uk-news/2022/nov/23/stateless-shamima-begum-face-death-penalty-bangladesh-court-hears
‘Never given a chance’: freed asylum seekers lament lost decade in immigration detention,australia-news,2022-11-20T14:00:28Z,https://www.theguardian.com/australia-news/2022/nov/21/never-given-a-chance-freed-asylum-seekers-lament-lost-decade-in-immigration-detention,https://content.guardianapis.com/australia-news/2022/nov/21/never-given-a-chance-freed-asylum-seekers-lament-lost-decade-in-immigration-detention
Qatar facing renewed calls to compensate migrant workers over uninvestigated deaths,football,2022-11-17T20:53:56Z,https://www.theguardian.com/football/2022/nov/17/qatar-facing-renewed-calls-to-compensate-migrant-workers-over-uninvestigated-deaths,https://content.guardianapis.com/football/2022/nov/17/qatar-facing-renewed-calls-to-compensate-migrant-workers-over-uninvestigated-deaths
"World has left Bangladesh to shelter 1m Rohingya refugees alone, says minister",global-development,2022-10-26T11:59:42Z,https://www.theguardian.com/global-development/2022/oct/26/world-has-left-bangladesh-to-shelter-1m-rohingya-refugees-alone-says-minister,https://content.guardianapis.com/global-development/2022/oct/26/world-has-left-bangladesh-to-shelter-1m-rohingya-refugees-alone-says-minister
Has the World Cup really improved workers’ rights in Qatar? Five experts give their verdict,global-development,2022-10-23T09:00:34Z,https://www.theguardian.com/global-development/2022/oct/23/qatar-labour-policy-workers-world-cup-2022-expert-verdict,https://content.guardianapis.com/global-development/2022/oct/23/qatar-labour-policy-workers-world-cup-2022-expert-verdict
‘Give workers an equal seat’: pressure builds for Levi’s to protect factory employees,global-development,2022-09-23T08:00:30Z,https://www.theguardian.com/global-development/2022/sep/23/levis-garment-workers-bangladesh-pakistan-international-accord-health-safety,https://content.guardianapis.com/global-development/2022/sep/23/levis-garment-workers-bangladesh-pakistan-international-accord-health-safety
‘This is our documentary of the crisis we face’: the Rohingya smartphone photographers ,global-development,2022-08-29T05:00:17Z,https://www.theguardian.com/global-development/2022/aug/29/rohingya-refugee-camps-smartphone-photographers-bangladesh-myanmar,https://content.guardianapis.com/global-development/2022/aug/29/rohingya-refugee-camps-smartphone-photographers-bangladesh-myanmar
"Women behind the lens: silent and alone, Nur hopes for a greener future",global-development,2022-08-26T05:00:24Z,https://www.theguardian.com/global-development/2022/aug/26/women-behind-the-lens-rohingya-refugee-photographer-camp-greener-future-ishrat-fori-imran,https://content.guardianapis.com/global-development/2022/aug/26/women-behind-the-lens-rohingya-refugee-photographer-camp-greener-future-ishrat-fori-imran
Rohingya crisis – plight of Myanmar’s displaced people explained in 30 seconds,global-development,2022-08-25T05:44:33Z,https://www.theguardian.com/world/2022/aug/25/myanmar-rohingya-people-crisis-refugees-explained-in-30-seconds,https://content.guardianapis.com/world/2022/aug/25/myanmar-rohingya-people-crisis-refugees-explained-in-30-seconds
‘Like an open prison’: a million Rohingya refugees still in Bangladesh camps five years after crisis,global-development,2022-08-23T10:05:30Z,https://www.theguardian.com/global-development/2022/aug/23/five-years-rohingya-refugees-2017-bangladesh-myanmar-military-crackdown,https://content.guardianapis.com/global-development/2022/aug/23/five-years-rohingya-refugees-2017-bangladesh-myanmar-military-crackdown
How migrant workers get trapped in debt to recruiters | Letter,global-development,2022-08-17T16:57:12Z,https://www.theguardian.com/global-development/2022/aug/17/how-migrant-workers-get-trapped-in-debt-to-recruiters,https://content.guardianapis.com/global-development/2022/aug/17/how-migrant-workers-get-trapped-in-debt-to-recruiters
Uprooted by partition: ‘I feel I don’t belong in England. I’m a very proud Punjabi’,world,2022-08-15T15:28:30Z,https://www.theguardian.com/world/2022/aug/15/anglo-indians-remember-partition-never-forget-brutality,https://content.guardianapis.com/world/2022/aug/15/anglo-indians-remember-partition-never-forget-brutality
‘A Sikh soldier pulled me out of the rubble’: survivors recall India’s violent partition – and reflect on its legacy,world,2022-08-11T09:00:38Z,https://www.theguardian.com/world/2022/aug/11/a-sikh-soldier-pulled-me-out-of-the-rubble-survivors-recall-indias-violent-partition-and-reflect-on-its-legacy,https://content.guardianapis.com/world/2022/aug/11/a-sikh-soldier-pulled-me-out-of-the-rubble-survivors-recall-indias-violent-partition-and-reflect-on-its-legacy
Third member of Cardiff family dies from ‘poisoning’ in Bangladesh,uk-news,2022-08-06T10:35:06Z,https://www.theguardian.com/uk-news/2022/aug/06/samira-islam-cardiff-family-dies-suspected-poisoning-bangladesh,https://content.guardianapis.com/uk-news/2022/aug/06/samira-islam-cardiff-family-dies-suspected-poisoning-bangladesh
"After 75 years, the hidden memories of India’s partition are rising up through Britain's generations | Kavita Puri",commentisfree,2022-08-06T10:00:11Z,https://www.theguardian.com/commentisfree/2022/aug/06/75-years-india-partition-britain-generations-india-pakistan,https://content.guardianapis.com/commentisfree/2022/aug/06/75-years-india-partition-britain-generations-india-pakistan
‘These ship-breakers work on a site laden with toxic waste’: Mithail Afrige Chowdhury’s best phone picture,lifeandstyle,2022-07-30T09:00:21Z,https://www.theguardian.com/lifeandstyle/2022/jul/30/mithail-afrige-chowdhurys-best-phone-picture-ship-breakers-dhaka,https://content.guardianapis.com/lifeandstyle/2022/jul/30/mithail-afrige-chowdhurys-best-phone-picture-ship-breakers-dhaka
Tell us: how have you been affected by the 1947 partition of India?,world,2022-07-29T14:10:41Z,https://www.theguardian.com/world/2022/jul/29/tell-us-how-have-you-been-affected-by-the-1947-partition-of-india,https://content.guardianapis.com/world/2022/jul/29/tell-us-how-have-you-been-affected-by-the-1947-partition-of-india
Shock in Cardiff after ‘poisoning’ of father and son in Bangladesh,uk-news,2022-07-28T15:50:28Z,https://www.theguardian.com/uk-news/2022/jul/28/shock-in-cardiff-after-poisoning-of-father-and-son-in-bangladesh,https://content.guardianapis.com/uk-news/2022/jul/28/shock-in-cardiff-after-poisoning-of-father-and-son-in-bangladesh
Bangladesh to hold talks with IMF after applying for bailout,world,2022-07-28T13:12:38Z,https://www.theguardian.com/world/2022/jul/28/bangladesh-to-hold-talks-with-imf-after-applying-for-bailout,https://content.guardianapis.com/world/2022/jul/28/bangladesh-to-hold-talks-with-imf-after-applying-for-bailout
Genocide case against Myanmar over Rohingya atrocities cleared to proceed,world,2022-07-22T15:38:46Z,https://www.theguardian.com/world/2022/jul/22/genocide-case-against-myanmar-over-rohingya-atrocities-cleared-to-proceed,https://content.guardianapis.com/world/2022/jul/22/genocide-case-against-myanmar-over-rohingya-atrocities-cleared-to-proceed
‘Words and stories can be dangerous’: director Milli Bhatia and writer Sonali Bhattacharyya,stage,2022-07-18T07:00:05Z,https://www.theguardian.com/stage/2022/jul/18/sonali-bhattacharyya-interview-chasing-hares,https://content.guardianapis.com/stage/2022/jul/18/sonali-bhattacharyya-interview-chasing-hares
Bangladesh is paying a high price for developed world’s carbon emissions | Letter,environment,2022-07-10T16:20:11Z,https://www.theguardian.com/environment/2022/jul/10/bangladesh-is-paying-a-high-price-for-developed-worlds-carbon-emissions,https://content.guardianapis.com/environment/2022/jul/10/bangladesh-is-paying-a-high-price-for-developed-worlds-carbon-emissions
‘Every year it gets worse’: on the frontline of the climate crisis in Bangladesh,environment,2022-07-05T14:19:15Z,https://www.theguardian.com/environment/2022/jul/05/every-year-it-gets-worse-on-the-frontline-of-the-climate-crisis-in-bangladesh,https://content.guardianapis.com/environment/2022/jul/05/every-year-it-gets-worse-on-the-frontline-of-the-climate-crisis-in-bangladesh
‘White gold’: why shrimp aquaculture is a solution that caused a huge problem,environment,2022-06-30T05:15:30Z,https://www.theguardian.com/environment/2022/jun/30/shrimp-aquaculture-bangladesh-solution-that-caused-huge-problem,https://content.guardianapis.com/environment/2022/jun/30/shrimp-aquaculture-bangladesh-solution-that-caused-huge-problem
"BBC to pay £30,000 to Bangladeshi Labour councillor for identity mix-up",media,2022-06-14T09:30:42Z,https://www.theguardian.com/media/2022/jun/14/bbc-to-pay-30000-to-bangladeshi-labour-councillor-for-identity-mix-up,https://content.guardianapis.com/media/2022/jun/14/bbc-to-pay-30000-to-bangladeshi-labour-councillor-for-identity-mix-up
"‘If you look at the bigger picture of change, aid has been close to irrelevant’",global-development,2022-06-10T05:30:13Z,https://www.theguardian.com/global-development/2022/jun/10/if-you-look-at-the-bigger-picture-of-change-aid-has-been-close-to-irrelevant,https://content.guardianapis.com/global-development/2022/jun/10/if-you-look-at-the-bigger-picture-of-change-aid-has-been-close-to-irrelevant
"UK Foreign Office rushed £4.2bn of aid cuts, official audit finds ",global-development,2022-03-31T16:49:00Z,https://www.theguardian.com/global-development/2022/mar/31/uk-foreign-office-rushed-42bn-of-aid-cuts-official-audit-finds,https://content.guardianapis.com/global-development/2022/mar/31/uk-foreign-office-rushed-42bn-of-aid-cuts-official-audit-finds
Revealed: migrant workers in Qatar forced to pay billions in recruitment fees,global-development,2022-03-31T11:28:45Z,https://www.theguardian.com/global-development/2022/mar/31/migrant-workers-in-qatar-forced-to-pay-billions-in-recruitment-fees-world-cup,https://content.guardianapis.com/global-development/2022/mar/31/migrant-workers-in-qatar-forced-to-pay-billions-in-recruitment-fees-world-cup
Women behind the lens: ‘She dreams of competing outside Pakistan but it’s hopeless’,global-development,2022-03-11T10:15:28Z,https://www.theguardian.com/global-development/2022/mar/11/women-behind-the-lens-khaula-jamil-bangladeshi-pakistan-gymnastics,https://content.guardianapis.com/global-development/2022/mar/11/women-behind-the-lens-khaula-jamil-bangladeshi-pakistan-gymnastics
‘They were transforming their countries’: South Asian architecture after British rule,artanddesign,2022-02-22T15:30:14Z,https://www.theguardian.com/artanddesign/2022/feb/22/south-asian-architecture-moma-exhibition,https://content.guardianapis.com/artanddesign/2022/feb/22/south-asian-architecture-moma-exhibition
World’s best building award won by rainwater-harvesting hospital in rural Bangladesh,artanddesign,2022-01-25T23:21:52Z,https://www.theguardian.com/artanddesign/2022/jan/25/riba-best-building-award-friendship-hospital-bangladesh-kashef-chowdhury-david-chipperfield-wilkinson-eyre,https://content.guardianapis.com/artanddesign/2022/jan/25/riba-best-building-award-friendship-hospital-bangladesh-kashef-chowdhury-david-chipperfield-wilkinson-eyre
Port in a storm: the trailblazing town welcoming climate refugees in Bangladesh,global-development,2022-01-24T06:01:43Z,https://www.theguardian.com/global-development/2022/jan/24/port-in-a-storm-the-trailblazing-town-welcoming-climate-refugees-in-bangladesh,https://content.guardianapis.com/global-development/2022/jan/24/port-in-a-storm-the-trailblazing-town-welcoming-climate-refugees-in-bangladesh
‘We live and die by it’: climate crisis threatens Bangladesh’s Sundarbans,global-development,2022-01-18T07:45:49Z,https://www.theguardian.com/global-development/2022/jan/18/live-and-die-by-bangladesh-sundarbans-mangrove-forest-climate-crisis-threat-resources-cyclones,https://content.guardianapis.com/global-development/2022/jan/18/live-and-die-by-bangladesh-sundarbans-mangrove-forest-climate-crisis-threat-resources-cyclones
"The world on screen: the best movies from Africa, Asia and Latin America",global-development,2021-12-24T15:00:28Z,https://www.theguardian.com/global-development/2021/dec/24/the-world-on-screen-the-years-best-movies-from-africa-asia-and-latin-america,https://content.guardianapis.com/global-development/2021/dec/24/the-world-on-screen-the-years-best-movies-from-africa-asia-and-latin-america
‘We faced so many cyclones’: how people in Bangladesh are rebuilding after climate catastrophe,society,2021-12-12T08:15:33Z,https://www.theguardian.com/society/2021/dec/12/cyclones-people-bangladesh-climate-catastrophe-guardian-observer-charity-appeal,https://content.guardianapis.com/society/2021/dec/12/cyclones-people-bangladesh-climate-catastrophe-guardian-observer-charity-appeal
Climate-vulnerable countries call for help forcing high emitters to act,environment,2021-11-18T12:46:33Z,https://www.theguardian.com/environment/2021/nov/18/climate-vulnerable-nations-call-help-forcing-high-emitters-cut-carbon,https://content.guardianapis.com/environment/2021/nov/18/climate-vulnerable-nations-call-help-forcing-high-emitters-cut-carbon
A £300 monsoon-busting home: the Bangladeshi architect fighting extreme weather,artanddesign,2021-11-16T13:47:37Z,https://www.theguardian.com/artanddesign/2021/nov/16/marina-tabassum-architecture-soane-medal-bangladesh-housing,https://content.guardianapis.com/artanddesign/2021/nov/16/marina-tabassum-architecture-soane-medal-bangladesh-housing
Fossil fuel companies owe reparations to countries they are destroying | Mark Hertsgaard,environment,2021-11-12T11:00:00Z,https://www.theguardian.com/environment/2021/nov/12/climate-crimes-environment-fossil-fuels-cop26,https://content.guardianapis.com/environment/2021/nov/12/climate-crimes-environment-fossil-fuels-cop26
Hindu-Muslim violence crosses border from Bangladesh to India ,world,2021-10-31T06:00:19Z,https://www.theguardian.com/world/2021/oct/31/hindu-muslim-violence-crosses-border-from-bangladesh-to-india,https://content.guardianapis.com/world/2021/oct/31/hindu-muslim-violence-crosses-border-from-bangladesh-to-india
"How global heating’s children view the world, 12 years on",environment,2021-10-24T06:00:02Z,https://www.theguardian.com/environment/2021/oct/24/how-global-heatings-children-view-the-world-12-years-on,https://content.guardianapis.com/environment/2021/oct/24/how-global-heatings-children-view-the-world-12-years-on
Seven dead after violence erupts during Hindu festival in Bangladesh,world,2021-10-16T14:22:51Z,https://www.theguardian.com/world/2021/oct/16/four-die-after-violence-erupts-at-hindu-festival-in-bangladesh,https://content.guardianapis.com/world/2021/oct/16/four-die-after-violence-erupts-at-hindu-festival-in-bangladesh
UN quizzed over role in prison-like island camp for Rohingya refugees,global-development,2021-10-15T12:27:59Z,https://www.theguardian.com/global-development/2021/oct/15/un-quizzed-over-role-in-prison-like-island-camp-for-rohingya-refugees,https://content.guardianapis.com/global-development/2021/oct/15/un-quizzed-over-role-in-prison-like-island-camp-for-rohingya-refugees
Global climate strike: thousands join coordinated action across world,environment,2021-09-24T15:02:04Z,https://www.theguardian.com/science/2021/sep/24/people-in-99-countries-take-part-in-global-climate-strike,https://content.guardianapis.com/science/2021/sep/24/people-in-99-countries-take-part-in-global-climate-strike
Salt-tolerant crops ‘revolutionise’ life for struggling Bangladeshi farmers,global-development,2021-09-24T05:01:08Z,https://www.theguardian.com/global-development/2021/sep/24/salt-tolerant-crops-revolutionise-life-for-struggling-bangladeshi-farmers,https://content.guardianapis.com/global-development/2021/sep/24/salt-tolerant-crops-revolutionise-life-for-struggling-bangladeshi-farmers
"‘Lost generation’: education in quarter of countries at risk of collapse, study warns",global-development,2021-09-06T06:01:12Z,https://www.theguardian.com/global-development/2021/sep/06/lost-generation-education-in-quarter-of-countries-at-risk-of-collapse-study-warns,https://content.guardianapis.com/global-development/2021/sep/06/lost-generation-education-in-quarter-of-countries-at-risk-of-collapse-study-warns
Primark yet to sign new accord on Bangladesh garment workers’ safety,business,2021-09-01T18:10:19Z,https://www.theguardian.com/business/2021/sep/01/uk-brands-yet-to-sign-accord-on-bangladesh-garment-workers-safety-primark-next-jd-sport,https://content.guardianapis.com/business/2021/sep/01/uk-brands-yet-to-sign-accord-on-bangladesh-garment-workers-safety-primark-next-jd-sport
Fashion brands sign new deal on Bangladesh garment workers’ safety,global-development,2021-08-26T12:40:53Z,https://www.theguardian.com/global-development/2021/aug/26/fashion-brands-sign-new-deal-on-bangladesh-garment-workers-safety,https://content.guardianapis.com/global-development/2021/aug/26/fashion-brands-sign-new-deal-on-bangladesh-garment-workers-safety
On my radar: Adrian Edmondson’s cultural highlights,culture,2021-08-07T14:00:03Z,https://www.theguardian.com/culture/2021/aug/07/on-my-radar-adrian-edmondson-cultural-highlights,https://content.guardianapis.com/culture/2021/aug/07/on-my-radar-adrian-edmondson-cultural-highlights
‘A sample of hell’: Rohingya forced to rebuild camps again after deadly floods,global-development,2021-08-07T05:01:43Z,https://www.theguardian.com/global-development/2021/aug/07/rohingya-rebuild-camps-again-21000-displaced-floods-bangladesh-coxs-bazar,https://content.guardianapis.com/global-development/2021/aug/07/rohingya-rebuild-camps-again-21000-displaced-floods-bangladesh-coxs-bazar
Lightning strike kills at least 16 from wedding party in Bangladesh,world,2021-08-04T18:11:09Z,https://www.theguardian.com/world/2021/aug/04/lightning-strike-kills-bangladesh-wedding-party-members,https://content.guardianapis.com/world/2021/aug/04/lightning-strike-kills-bangladesh-wedding-party-members
Refugees hit hardest as deadly floods sweep across continents,global-development,2021-07-31T16:00:34Z,https://www.theguardian.com/global-development/2021/jul/31/refugees-hit-hardest-as-deadly-floods-sweep-across-continents,https://content.guardianapis.com/global-development/2021/jul/31/refugees-hit-hardest-as-deadly-floods-sweep-across-continents
